6.910983487464743740e-310,5.000000000000000000e-01,6.015625000000000000e-01,7.031250000000000000e-01,8.046875000000000000e-01,9.062500000000000000e-01,1.007812500000000000e+00,1.109375000000000000e+00,1.210937500000000000e+00,1.312500000000000000e+00,1.414062500000000000e+00,1.515625000000000000e+00,1.617187500000000000e+00,1.718750000000000000e+00,1.820312500000000000e+00,1.921875000000000000e+00,2.023437500000000000e+00,2.125000000000000000e+00,2.226562500000000000e+00,2.328125000000000000e+00,2.429687500000000000e+00,2.531250000000000000e+00,2.632812500000000000e+00,2.734375000000000000e+00,2.835937500000000000e+00,2.937500000000000000e+00,3.039062500000000000e+00,3.140625000000000000e+00,3.242187500000000000e+00,3.343750000000000000e+00,3.445312500000000000e+00,3.546875000000000000e+00,3.648437500000000000e+00,3.750000000000000000e+00,3.851562500000000000e+00,3.953125000000000000e+00,4.054687500000000000e+00,4.156250000000000000e+00,4.257812500000000000e+00,4.359375000000000000e+00,4.460937500000000000e+00,4.562500000000000000e+00,4.664062500000000000e+00,4.765625000000000000e+00,4.867187500000000000e+00,4.968750000000000000e+00,5.070312500000000000e+00,5.171875000000000000e+00,5.273437500000000000e+00,5.375000000000000000e+00,5.476562500000000000e+00,5.578125000000000000e+00,5.679687500000000000e+00,5.781250000000000000e+00,5.882812500000000000e+00,5.984375000000000000e+00,6.085937500000000000e+00,6.187500000000000000e+00,6.289062500000000000e+00,6.390625000000000000e+00,6.492187500000000000e+00,6.593750000000000000e+00,6.695312500000000000e+00,6.796875000000000000e+00,6.898437500000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333547e-03,2.588118255993163662e-03,3.736017022711669681e-03,5.087439012147801018e-03,6.638365121548621232e-03,8.384231523923927482e-03,1.031996242727185181e-02,1.244000625276813626e-02,1.473837345117890579e-02,1.720867837968842462e-02,1.984418036910032615e-02,2.263782687805609289e-02,2.558230003325467211e-02,2.867005483364646126e-02,3.189337060380578737e-02,3.524438902764834292e-02,3.871515730928389021e-02,4.229766917266566950e-02,4.598390350510311864e-02,4.976586120870573476e-02,5.363560047067699593e-02,5.758526746878865621e-02,6.160712851415316160e-02,6.569359482850010978e-02,6.983724806447268174e-02,7.403086355301007060e-02,7.826742526877951411e-02,8.254014753850297259e-02,8.684248483467565949e-02,9.116814529586386717e-02,9.551110128765066820e-02,9.986558886080504349e-02,1.042261256707417844e-01,1.085875019407817610e-01,1.129447869524069642e-01,1.172933283228967394e-01,1.216287469477240896e-01,1.259469421805512468e-01,1.302440732584361216e-01,1.345165680177654033e-01,1.387611072477404062e-01,1.429746277454811698e-01,1.471542842800191986e-01,1.512974986760823315e-01,1.554018954625879245e-01,1.594653169259354075e-01,1.634858021287441399e-01,1.674616354806581775e-01,1.713912079783414533e-01,1.752731599170522792e-01,1.791062563485219528e-01,1.828894420874810633e-01,1.866218076699294182e-01,1.903025831950530267e-01,1.939311329951152463e-01,1.975069455598016388e-01,2.010296247000539216e-01,2.044988825110225228e-01,2.079145317245374436e-01,2.112764795544243013e-01,2.145847143077602992e-01,2.178393213174275866e-01,2.210404310122742744e-01,2.241882661101864682e-01,2.272830993175737058e-01,2.303252615209578635e-01
6.666666666666667095e-03,5.176292716175822511e-03,7.472114386958652807e-03,1.017498611260795119e-02,1.327686936987192666e-02,1.676863598624194970e-02,2.064013406110275922e-02,2.488025964789439270e-02,2.947703393617693429e-02,3.441768440644153715e-02,3.968872919455403159e-02,4.527606372470587698e-02,5.116505084448502022e-02,5.734059941905043922e-02,6.378726993232078368e-02,7.048934413344787320e-02,7.743091599687511317e-02,8.459597261507351140e-02,9.196847246205967774e-02,9.953241599942609652e-02,1.072719194477544102e-01,1.151712772970720222e-01,1.232150196188410984e-01,1.313879700378610127e-01,1.396752923765503251e-01,1.480625355316331215e-01,1.565356698909046718e-01,1.650811224206520378e-01,1.736857961667964689e-01,1.823371296211283299e-01,1.910230427781803297e-01,1.997320236326048659e-01,2.084530990945366036e-01,2.171758542283566684e-01,2.258904252376002786e-01,2.345875093681466239e-01,2.432583519195130883e-01,2.518947434485068193e-01,2.604890110937686520e-01,2.690340064995336289e-01,2.775230937852194435e-01,2.859501324162900815e-01,2.943094726075562440e-01,3.025959192711073498e-01,3.108047304317081982e-01,3.189315991424075403e-01,3.269726193357114230e-01,3.349242925020474160e-01,3.427834853203387544e-01,3.505474114089056625e-01,3.582136534628554969e-01,3.657800739419252434e-01,3.732448503366104786e-01,3.806064682879348737e-01,3.878636324874802366e-01,3.950153266394574869e-01,4.020607589020590011e-01,4.089993667578224468e-01,4.158307455041989065e-01,4.225547255015614789e-01,4.291712986879626657e-01,4.356806034475407263e-01,4.420829329552952158e-01,4.483787136620464575e-01,4.545685017139868278e-01,4.606529532877166044e-01
1.000000000000000021e-02,7.764579628305822920e-03,1.120837241519789806e-02,1.526274939870042417e-02,1.991565182749990837e-02,2.515338641390844898e-02,3.096072414583742743e-02,3.732100799222409782e-02,4.421626849597323772e-02,5.162734564871994392e-02,5.953401556491331320e-02,6.791512027909391014e-02,7.674870034211796199e-02,8.601212472152662547e-02,9.568222774899894090e-02,1.057354321397250135e-01,1.161478778852505223e-01,1.268955448233399785e-01,1.379543712693361568e-01,1.493003584323149835e-01,1.609096785554627873e-01,1.727587720284262385e-01,1.848244368440173924e-01,1.970839073357245341e-01,2.095149296774082848e-01,2.220958268606752495e-01,2.348055561101867750e-01,2.476237579512871878e-01,2.605307983555834039e-01,2.735078033113247375e-01,2.865366861723844250e-01,2.996001679926001970e-01,3.126817926726518926e-01,3.257659361891316885e-01,3.388378063989742062e-01,3.518834483459663542e-01,3.648897325450745077e-01,3.778443429469684478e-01,3.907357761210914493e-01,4.035533039227429120e-01,4.162869830086835532e-01,4.289276000166208913e-01,4.414666747098524024e-01,4.538964225211518655e-01,4.662097328684457476e-01,4.784001401749203297e-01,4.904617954863417228e-01,5.023894424104007328e-01,5.141783842229618040e-01,5.258244577871384884e-01,5.373240060429947951e-01,5.486738505135725363e-01,5.598712560927436854e-01,5.709139410422013894e-01,5.817999557054995829e-01,5.925277974169450568e-01,6.030962702013000776e-01,6.135045113667920713e-01,6.237519148957849646e-01,6.338383334532148305e-01,6.437636070585942560e-01,6.535280204630475875e-01,6.631319878074157792e-01,6.725761543689597888e-01,6.818613511579898478e-01,6.909885690656163426e-01
1.333333333333333419e-02,1.035303522213858705e-02,1.494487146824531425e-02,2.035083706729501687e-02,2.655485162191325785e-02,3.353865586361819834e-02,4.128194192041671762e-02,4.976249852435083582e-02,5.895636418775231785e-02,6.883799020249357914e-02,7.938040812190322315e-02,9.055540646925037962e-02,1.023337024617893970e-01,1.146851219529345656e-01,1.275787725764330749e-01,1.409832173720818593e-01,1.548666429684096568e-01,1.691970215056839422e-01,1.839422667493350594e-01,1.990703813763654573e-01,2.145495952533331141e-01,2.303484958489422363e-01,2.464361471303783968e-01,2.627821919147191876e-01,2.793569627474173922e-01,2.961315564858432725e-01,3.130779172597502047e-01,3.301689004253929305e-01,3.473783276080544269e-01,3.646810395771838409e-01,3.820529182081926489e-01,3.994709278568226440e-01,4.169131316514043117e-01,4.343586970576042705e-01,4.517879065757516854e-01,4.691821555224674478e-01,4.865239386383018450e-01,5.037968430165610245e-01,5.209855270502803393e-01,5.380756993520035003e-01,5.550540918355074682e-01,5.719084340896010143e-01,5.886274194562305384e-01,6.052006709394504025e-01,6.216187123631422562e-01,6.378729252402556282e-01,6.539555159704735221e-01,6.698594770895086592e-01,6.855785513613539273e-01,7.011071901633800785e-01,7.164405210199719098e-01,7.315743066342765832e-01,7.465049096797974348e-01,7.612292631809126631e-01,7.757448219843512405e-01,7.900495428293342615e-01,8.041418355843586996e-01,8.180205783988615531e-01,8.316850022607399362e-01,8.451347392017308779e-01,8.583697625426739419e-01,8.713903596976828592e-01,8.841971228582125031e-01,8.967909086076080172e-01,9.091728132712413313e-01,9.213441661104261327e-01
1.666666666666666644e-02,1.294171573576171318e-02,1.868169194094397578e-02,2.543935702402942700e-02,3.319460795624802618e-02,4.192461707968847540e-02,5.160399671315409748e-02,6.220497888913459339e-02,7.369760821573125009e-02,8.604994515767788732e-02,9.922827583059873335e-02,1.131973319261442706e-01,1.279205074112504392e-01,1.433600806834731123e-01,1.594774339057241919e-01,1.762332682815224705e-01,1.935878146478684503e-01,2.115010366561049238e-01,2.299328248689062049e-01,2.488431818186172262e-01,2.681923903641348916e-01,2.879411964559762671e-01,3.080509160390468848e-01,3.284836130010802546e-01,3.492022009387282799e-01,3.701705515456732987e-01,3.913535935973485591e-01,4.127174137445629443e-01,4.342292808058607068e-01,4.558577460800894432e-01,4.775726724172745796e-01,4.993452695736588787e-01,5.211481186720130498e-01,5.429551862696782027e-01,5.647418312800032147e-01,5.864848031674407824e-01,6.081622282216755382e-01,6.297535952648074531e-01,6.512397361908088822e-01,6.726027933611287146e-01,6.938261904674041247e-01,7.148945960334665006e-01,7.357938848373535290e-01,7.565110958615087755e-01,7.770343897387715915e-01,7.973530039160099392e-01,8.174572016430352583e-01,8.373382356820698869e-01,8.569882830240906912e-01,8.764004372292653056e-01,8.955685940308494297e-01,9.144874729062553165e-01,9.331525057915751598e-01,9.515599510863312904e-01,9.697065561474647044e-01,9.875897777888921203e-01,1.005207669927132175e+00,1.022558797658562169e+00,1.039642196869198898e+00,1.056457507962008213e+00,1.073004592084534581e+00,1.089283868880146500e+00,1.105296067637878243e+00,1.121042229344959784e+00,1.136523805832188705e+00,1.151742388663404171e+00
2.000000000000000042e-02,1.553067744430127600e-02,2.241891421013116753e-02,3.052841768686374857e-02,3.983506001136746799e-02,5.031144346066435818e-02,6.192709873126434061e-02,7.464869647592405066e-02,8.844028772581767617e-02,1.032635383552233665e-01,1.190779875555016271e-01,1.358413071870757383e-01,1.535095654688307942e-01,1.720374920489753379e-01,1.913787411899528501e-01,2.114861507597717016e-01,2.323119945753199800e-01,2.538082262020521229e-01,2.759267127559574262e-01,2.986194553949342856e-01,3.218387982542875725e-01,3.455376214792514333e-01,3.696695205084240543e-01,3.941889677468182196e-01,4.190514611194934291e-01,4.442136529048711924e-01,4.696334659632446784e-01,4.952701911370276378e-01,5.210845732459860047e-01,5.470388777053450946e-01,5.730969468236384312e-01,5.992242393393308886e-01,6.253878634981493434e-01,6.515565902090908468e-01,6.777008610686717782e-01,7.037927862368157372e-01,7.298061308533964064e-01,7.557162976682980648e-01,7.815002970897992896e-01,8.071367162752192126e-01,8.326056794530036775e-01,8.578888057590415839e-01,8.829691618488116900e-01,9.078312124665733895e-01,9.324607677489441526e-01,9.568449308213643478e-01,9.809720362055401877e-01,1.004831604072037088e+00,1.028414274433618214e+00,1.051711749731743195e+00,1.074716760787086667e+00,1.097422966996470128e+00,1.119824940761062093e+00,1.141918128274423738e+00,1.163698667311464874e+00,1.185163588006144408e+00,1.206310520600638814e+00,1.227137757186785638e+00,1.247644197766651919e+00,1.267829307759247071e+00,1.287693059156674869e+00,1.307235905320531133e+00,1.326458732731446766e+00,1.345362837632095410e+00,1.363949883963351262e+00,1.382221874192349098e+00
2.333333333333333440e-02,1.811997664189821458e-02,2.615661873190964701e-02,3.561812716107509713e-02,4.647634708094436351e-02,5.869930807579140652e-02,7.225145485243779364e-02,8.709389922379423554e-02,1.031846901395421789e-01,1.204790984062285158e-01,1.389299123932292157e-01,1.584877422865151875e-01,1.791013277718637997e-01,2.007178468640303803e-01,2.232832240882937080e-01,2.467424318325067978e-01,2.710397852211928194e-01,2.961192267962290958e-01,3.219245984757184154e-01,3.483999005214478695e-01,3.754895332236662941e-01,4.031385246138801670e-01,4.312927373798229325e-01,4.598990591543229978e-01,4.889055748183805394e-01,5.182617171137404721e-01,5.479184053974633928e-01,5.778281525652957384e-01,6.079451711461247854e-01,6.382254492945217406e-01,6.686268170197630090e-01,6.991089943307587928e-01,7.296336161339566084e-01,7.601642747705699144e-01,7.906665035802008523e-01,8.211077873374806879e-01,8.514575430852142635e-01,8.816870990355820670e-01,9.117696620960766829e-01,9.416802788278761938e-01,9.713957923296107078e-01,1.000894789839009258e+00,1.030157544903125943e+00,1.059165979226393217e+00,1.087903618236066405e+00,1.116355282798412896e+00,1.144507601808798514e+00,1.172348246289139473e+00,1.199866412540626426e+00,1.227052432623352285e+00,1.253897866643176373e+00,1.280395315005321111e+00,1.306538566509244159e+00,1.332322251041954564e+00,1.357741994061756996e+00,1.382794314669797853e+00,1.407476395072997155e+00,1.431786422725711994e+00,1.455723068499815476e+00,1.479285741256706865e+00,1.502474438572961590e+00,1.525289716916965910e+00,1.547732632265665709e+00,1.569804728660093573e+00,1.591507969101611630e+00,1.612844694739384188e+00
2.666666666666666838e-02,2.070966965417747260e-02,2.989488596985618099e-02,4.070859377661471823e-02,5.311860849787543304e-02,6.708838422586684003e-02,8.257727721007611377e-02,9.954083468762908726e-02,1.179311031173652935e-01,1.376969529614343046e-01,1.587844195939797087e-01,1.811370479255783039e-01,2.046962452065409499e-01,2.294016365608730901e-01,2.551914125261208754e-01,2.820026788584745203e-01,3.097717898147453464e-01,3.384346752079624987e-01,3.679271513717763398e-01,3.981852165139725952e-01,4.291453284450965633e-01,4.607446629293029394e-01,4.929213526152921299e-01,5.256147010680256582e-01,5.587653855175391815e-01,5.923156242862210874e-01,6.262093347487427408e-01,6.603922622119329233e-01,6.948120940855546657e-01,7.294185512298155816e-01,7.641634605999833019e-01,7.990008124747536300e-01,8.338867964547799216e-01,8.687798279954321856e-01,9.036405550298081124e-01,9.384318548344307009e-01,9.731188181713364971e-01,1.007668718340656522e+00,1.042050993358339062e+00,1.076237167897157176e+00,1.110200816181443173e+00,1.143917574549258021e+00,1.177364910508489571e+00,1.210522233082458543e+00,1.243370715871045640e+00,1.275893299673765524e+00,1.308074518490947691e+00,1.339900541953388258e+00,1.371358909065227172e+00,1.402438790600661012e+00,1.433130539031660877e+00,1.463425828808053275e+00,1.493317551420798583e+00,1.522799704516114572e+00,1.551867349819952890e+00,1.580516537330987292e+00,1.608744238772919832e+00,1.636548292023844775e+00,1.663927263057189077e+00,1.690880709753147748e+00,1.717408478213176215e+00,1.743511441188436484e+00,1.769190725097275374e+00,1.794448188845622738e+00,1.819286117916940837e+00,1.843707247449700937e+00
