Time_Sec,Latency_ms
0.030121564865112305,1.201263
0.05269598960876465,1.899475
0.07677197456359863,1.028151
0.10218596458435059,1.164945
0.12705612182617188,1.143121
0.15359020233154297,1.949553
0.17792534828186035,1.927506
0.20226383209228516,1.513378
0.22901010513305664,1.97288
0.2529623508453369,2.039917
0.2782142162322998,2.043021
0.30280256271362305,1.957873
0.3278007507324219,1.922162
0.35291290283203125,1.998735
0.3773808479309082,1.787799
0.40271782875061035,1.875892
0.4278848171234131,2.017454
0.4526069164276123,1.841269
0.47792959213256836,2.01147
0.502791166305542,1.896819
0.5275180339813232,1.796791
0.5530428886413574,2.078284
0.5781912803649902,2.316801
0.6023390293121338,1.515362
0.6279768943786621,1.96456
0.6523730754852295,1.683388
0.6773681640625,1.574848
0.7049739360809326,3.901537
0.727851390838623,1.718362
0.752110481262207,1.343753
0.7780752182006836,2.144425
0.802356481552124,1.793303
0.8279156684875488,2.12321
0.8530454635620117,2.08094
0.8769674301147461,1.289931
0.9020206928253174,1.379208
0.9267370700836182,1.252845
0.9522974491119385,1.521826
0.9772341251373291,1.528738
1.0025014877319336,1.678844
1.027252435684204,1.521282
1.0527012348175049,2.043085
1.0776541233062744,1.807446
1.1026585102081299,1.742616
1.1270372867584229,1.436549
1.1522696018218994,1.492163
1.177619218826294,1.783703
1.2020275592803955,1.436837
1.2273402214050293,1.582848
1.2522408962249756,1.531137
1.277691125869751,1.782903
1.3035390377044678,2.061612
1.3276307582855225,1.727386
1.3523437976837158,1.615614
1.3777103424072266,1.885555
1.402641773223877,1.747001
1.4268107414245605,1.332106
1.4523084163665771,1.57776
1.4772553443908691,1.660508
1.5022807121276855,1.629821
1.527256727218628,1.550657
1.5520780086517334,1.474212
1.5777349472045898,1.893267
1.6025724411010742,1.712602
1.6271841526031494,1.550624
1.6523821353912354,1.668188
1.6771354675292969,1.561088
1.7022898197174072,1.592927
1.7274699211120605,1.684731
1.7519841194152832,1.41767
1.7773945331573486,1.688699
1.802614450454712,1.783064
1.8269426822662354,1.420518
1.8524394035339355,1.664796
1.8775734901428223,1.83826
1.9023981094360352,1.620766
1.9277045726776123,1.838197
1.9527041912078857,1.845236
1.9777076244354248,1.875827
2.0021705627441406,1.506242
2.027472972869873,1.71417
2.0525238513946533,1.760376
2.0774853229522705,1.738617
2.1027028560638428,1.857715
2.1271748542785645,1.516865
2.1530706882476807,2.191622
2.1770949363708496,1.558816
2.202322483062744,1.590302
2.2272727489471436,1.569471
2.2519590854644775,1.424742
2.27744197845459,1.733592
2.302544593811035,1.714009
2.327014923095703,1.45594
2.352417469024658,1.679931
2.3771257400512695,1.562624
2.402550458908081,1.71689
2.4273860454559326,1.630813
2.4518535137176514,1.375592
2.477358818054199,1.643196
2.5026204586029053,1.727353
2.5274159908294678,1.665243
2.5519039630889893,1.183888
2.5775814056396484,1.780662
2.6024723052978516,1.66278
2.6277740001678467,1.841845
2.6519765853881836,1.357481
2.677278757095337,1.65654
2.7021589279174805,1.52349
2.7278788089752197,1.890611
2.7523133754730225,1.587134
2.7776732444763184,1.806518
2.802481174468994,1.642173
2.8273568153381348,1.582175
2.85292387008667,1.979151
2.877346992492676,1.639517
2.9022045135498047,1.502402
2.927431583404541,1.637564
2.952335834503174,1.603198
2.977405548095703,1.651164
3.002520799636841,1.685083
3.0271506309509277,1.515585
3.0525200366973877,1.749017
3.07715106010437,1.573983
3.102442741394043,1.595806
3.1271796226501465,1.43127
3.153163433074951,2.120296
3.1771583557128906,1.61619
3.2029240131378174,1.957583
3.227475643157959,1.759799
3.2521471977233887,1.583743
3.2776734828948975,1.880467
3.30277943611145,1.898674
3.3273942470550537,1.700442
3.352565288543701,1.729913
3.3768322467803955,1.305035
3.4021549224853516,1.487011
3.427394151687622,1.629981
3.452078104019165,1.481827
3.4772729873657227,1.596574
3.5024032592773438,1.608094
3.527113437652588,1.478691
3.5523159503936768,1.564927
3.5772645473480225,1.631356
3.6022427082061768,1.522177
3.6274702548980713,1.683867
3.6521718502044678,1.603678
3.677521228790283,1.794326
3.703153133392334,2.079659
3.7277870178222656,1.891474
3.7531371116638184,2.13556
3.7779648303985596,1.979854
3.8026540279388428,1.896914
3.8270132541656494,1.515169
3.8525619506835938,1.830549
3.8772566318511963,1.653084
3.9025421142578125,1.745144
3.9274775981903076,1.769495
3.9521565437316895,1.579679
3.9777064323425293,1.902034
4.002772569656372,1.908721
4.027097225189209,1.55744
4.053097486495972,2.121833
4.077197313308716,1.65894
4.102614879608154,1.788854
4.127933740615845,1.993742
4.152421236038208,1.774934
4.177518844604492,1.810741
4.202071905136108,1.533952
4.227522611618042,1.783862
4.252606630325317,1.873043
4.277107238769531,1.553152
4.302927732467651,1.94888
4.327444553375244,1.781271
4.353087425231934,2.086282
4.377213478088379,1.654076
4.402603626251221,1.787446
4.4270501136779785,1.529697
4.4521708488464355,1.605118
4.477372646331787,1.731257
4.502195119857788,1.582335
4.527857303619385,1.915025
4.552632570266724,1.90373
4.577520847320557,1.802453
4.602672815322876,1.814133
4.628028869628906,2.002157
4.652071475982666,1.551616
4.677714586257935,1.902994
4.70210337638855,1.53424
4.727616548538208,1.80847
4.7528746128082275,2.012781
4.777256727218628,1.669531
4.802587270736694,1.78735
4.827550649642944,1.82866
4.852016925811768,1.510018
4.878028392791748,2.053772
4.902085065841675,1.527329
4.928064346313477,2.018188
4.951996803283691,1.491074
4.977887153625488,1.958256
5.002509355545044,1.679099
5.027365207672119,1.728985
5.052090644836426,1.550432
5.077885627746582,1.967471
5.103042840957642,2.002285
5.127603054046631,1.875187
5.153463125228882,2.336383
5.177863836288452,1.966254
5.202685832977295,1.866835
5.226926326751709,1.231148
5.253026962280273,2.062026
5.277088642120361,1.363559
5.302638530731201,1.823988
5.328047037124634,2.051851
5.3521568775177,1.612605
5.3775599002838135,1.830997
5.4025397300720215,1.777462
5.42695951461792,1.468579
5.452583312988281,1.814165
5.478256940841675,2.243555
5.50227165222168,1.622717
5.527892351150513,1.962383
5.552612066268921,1.828212
5.577361345291138,1.675451
5.602301597595215,1.649595
5.6279778480529785,2.000877
5.652482032775879,1.829844
5.677489519119263,1.786902
5.702743768692017,1.881682
5.727082967758179,1.537504
5.752802610397339,1.950255
5.77783465385437,2.021548
5.8028905391693115,1.926768
5.8282787799835205,2.114408
5.852085590362549,1.575039
5.877943515777588,1.991885
5.902690649032593,1.868243
5.9270265102386475,1.511361
5.952510356903076,1.806293
5.977051258087158,1.540001
6.002211093902588,1.607837
6.027272462844849,1.649404
6.052246809005737,1.611837
6.077347040176392,1.712473
6.102906703948975,1.95531
6.12752366065979,1.763127
6.1529083251953125,2.029835
6.17780065536499,1.932815
6.202017307281494,1.50013
6.2274839878082275,1.741207
6.252437591552734,1.777238
6.277000904083252,1.518017
6.302822589874268,1.876562
6.32732081413269,1.687322
6.352043867111206,1.509185
6.378018379211426,2.033707
6.4021453857421875,1.558143
6.4273693561553955,1.69145
6.4524757862091064,1.76799
6.477132081985474,1.596798
6.502548456192017,1.755862
6.527182102203369,1.606781
6.552122354507446,1.558591
6.577479839324951,1.789141
6.602248430252075,1.374503
6.627592086791992,1.802037
6.652432680130005,1.602366
6.677300930023193,1.735895
6.702970027923584,1.987085
6.727193593978882,1.615356
6.753107070922852,2.076938
6.77700662612915,1.513761
6.802762746810913,1.86053
6.827168941497803,1.582431
6.852513790130615,1.779766
6.8776772022247314,1.874674
6.902097940444946,1.501474
6.927472352981567,1.732216
6.9526047706604,1.856339
6.97748327255249,1.778294
7.002612829208374,1.817876
7.027098655700684,1.541791
7.0525221824646,1.779638
7.077554225921631,1.826676
7.1021013259887695,1.510593
7.127434253692627,1.704568
7.152503252029419,1.802421
