Time_Sec,Latency_ms
0.029511690139770508,1.131453
0.052050113677978516,1.282708
0.07710814476013184,1.255765
0.10225749015808105,1.152635
0.12778925895690918,1.80834
0.15291118621826172,1.980778
0.17792248725891113,1.968683
0.20271730422973633,1.761175
0.22722101211547852,1.18265
0.2519569396972656,1.183737
0.27968311309814453,2.395058
0.3020651340484619,1.220311
0.32683849334716797,1.118909
0.35193657875061035,1.173338
0.37688493728637695,1.180378
0.402163028717041,1.304466
0.42692136764526367,1.184825
0.4530293941497803,1.573539
0.4772531986236572,1.414604
0.5023517608642578,1.301842
0.527226448059082,1.417259
0.5523233413696289,1.428843
0.5773794651031494,1.478952
0.6022863388061523,1.433451
0.6268932819366455,1.124413
0.6519255638122559,1.200409
0.6770942211151123,1.32389
0.701880931854248,1.129277
0.7268645763397217,1.123133
0.752366304397583,1.561059
0.777472972869873,1.646558
0.8023796081542969,1.453226
0.8275361061096191,1.626911
0.8521044254302979,1.240598
0.8771634101867676,1.389901
0.9022049903869629,1.307186
0.9269676208496094,1.200761
0.9519946575164795,1.195833
0.9770276546478271,1.258165
1.001950979232788,1.143996
1.0272605419158936,1.430251
1.0524711608886719,1.559107
1.0773627758026123,1.525573
1.1030359268188477,1.943852
1.1282551288604736,1.98081
1.1524651050567627,1.543844
1.1774601936340332,1.564931
1.2021665573120117,1.261173
1.2273612022399902,1.47476
1.2521584033966064,1.342224
1.2773146629333496,1.459657
1.302574872970581,1.692859
1.3290901184082031,2.975887
1.3546981811523438,2.091459
1.3773257732391357,1.509862
1.402571439743042,1.502343
1.4270861148834229,1.27666
1.4532718658447266,2.162367
1.4779903888702393,2.048934
1.5022108554840088,1.352911
1.5272846221923828,1.328368
1.5531651973724365,1.950251
1.5777301788330078,1.847538
1.6029462814331055,1.702234
1.6276073455810547,1.405964
1.6525294780731201,1.731128
1.6775705814361572,1.676764
1.7030236721038818,1.74748
1.7279274463653564,1.762646
1.7524282932281494,1.528837
1.7777118682861328,1.789718
1.8033487796783447,2.229498
1.8297996520996094,3.081224
1.8526058197021484,1.657085
1.8777310848236084,1.957835
1.9029476642608643,1.968107
1.9277572631835938,1.825139
1.9530572891235352,2.070181
1.9779794216156006,2.025095
2.003175735473633,2.133601
2.0278868675231934,1.947403
2.052347421646118,1.528069
2.0778331756591797,1.859696
2.106332302093506,2.381553
2.127267599105835,1.36603
2.15255069732666,1.722617
2.177459239959717,1.576738
2.2026100158691406,1.672092
2.227463483810425,1.577666
2.252218246459961,1.416747
2.277343273162842,1.50519
2.3031554222106934,2.117313
2.3280129432678223,2.023015
2.3551409244537354,3.088711
2.376967668533325,1.250901
2.4022791385650635,1.424683
2.4272775650024414,1.453898
2.4524073600769043,1.55757
2.4775185585021973,1.693915
2.5025384426116943,1.639486
2.527578115463257,1.686395
2.5528488159179688,1.93998
2.5783066749572754,2.223548
2.6029105186462402,1.908078
2.628300905227661,2.21414
2.6522483825683594,1.442506
2.677924394607544,1.957067
2.703141450881958,2.116962
2.727799415588379,1.826771
2.752174139022827,1.383565
2.77730131149292,1.495686
2.8033251762390137,2.160254
2.828277826309204,2.240826
2.8525381088256836,1.684059
2.879258632659912,3.358775
2.902914524078369,1.683164
2.927311420440674,1.492199
2.9522488117218018,1.426475
2.9772837162017822,1.46788
3.002964496612549,1.929197
3.0275652408599854,1.70377
3.0527377128601074,1.782229
3.0776305198669434,1.704091
3.1026601791381836,1.647486
3.1275417804718018,1.621343
3.152449607849121,1.568098
3.1771225929260254,1.332464
3.20322585105896,2.260761
3.2275612354278564,1.640158
3.252298355102539,1.467657
3.277834415435791,1.906766
3.302276849746704,1.26722
3.3269124031066895,1.171866
3.352010488510132,1.197177
3.376802921295166,1.10307
3.4019899368286133,1.216311
3.427455425262451,1.23503
3.452035665512085,1.247189
3.4770030975341797,1.209815
3.502201795578003,1.364014
3.5269968509674072,1.215927
3.5525095462799072,1.494182
3.5770952701568604,1.309266
3.602099657058716,1.249429
3.6279537677764893,1.929037
3.6527507305145264,1.996713
3.677764415740967,2.016456
3.7019262313842773,1.124572
3.7269670963287354,1.228406
3.751856565475464,1.134972
3.7768657207489014,1.125852
3.801941394805908,1.147771
3.8276526927948,1.67782
3.852898120880127,1.962506
3.8772246837615967,1.410412
3.902168035507202,1.207575
3.9270176887512207,1.217655
3.952629566192627,1.801684
3.977681875228882,1.791381
4.001923322677612,1.155995
4.0267932415008545,1.087999
4.051918268203735,1.19468
